,budget,director,genres,id,keywords,overview,popularity,poster_path,releaseyear,revenue,runtime,title
17,0,Keith Truesdell,"[{u'id': 35, u'name': u'Comedy'}]",26054,['stand-up comedy'],"Everyone's favorite D-lister Kathy Griffin is back on stage revealing the hot Hollywood gossip and taking no prisoners in the one-hour comedy special, ""Kathy Griffin: Strong Black Woman.""",0.001328,/gCC8PRCH70SPcgqRi47kov4dwD1.jpg,2006,0,0,Kathy Griffin: Strong Black Woman
18,0,Russell Mulcahy,"[{u'id': 10402, u'name': u'Music'}]",20349,"['rock and roll', 'rock', 'music', 'hard rock', 'blues rock', 'shows']","Over 3 hours of classic videos,live footage and TV appearances from 1975 to 1993 (+ home video and alternate versions).  [Tracklist:] 1-1 Baby Please Don't Go 1-2 Show Business 1-3 HighVoltage 1-4 It's A Long Way To The Top 1-5 TNT 1-6 Jailbreak 1-7 Dirty Deeds Done Dirt Cheap 1-8 DogEatDog 1-9 Let There Be Rock 1-10 Rock'N'Roll Damnation 1-11 SinCity 1-12 RiffRaff 1-13 Flying Thing/Rocker 1-14 Whole Lotta Rosie 1-15 Shot Down In Flames 1-16 Walk All Over You 1-17 Touch Too Much 1-18 If You Want Blood 1-19 Girls Got Rhythm 1-20 Highway To Hell 2-1 HellsBells 2-2 Back In Black 2-3 What Do You Do For Money Honey 2-4 Rock And Roll Ain't Noise Pollution 2-5 Let's Get Up 2-6 For Those About To Rock 2-7 Flick Of The Switch 2-8 NervousShakedown 2-9 Fly On The Wall 2-10 Danger 2-11 Sink The Pink 2-12 StandUp 2-13 Shake Your Foundations 2-14 Who Made Who 2-15 You Shook Me All Night Long 2-16 Heatseeker 2-17 That's The Way I Wanna Rock N Roll 2-18 Thunderstruck 2-19 Moneytalks 2-20 Are You Ready",0.175716,/iLt7AKaNrnGrDg22EcmDUUYbxgJ.jpg,2005,0,150,AC/DC: Family Jewels
19,0,Michael Blieden,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 99, u'name': u'Documentary'}]",14236,['marijuana'],"Determined to find out the true effects of marijuana on the human body, stand-up comedian and former Stoner of the Year Doug Benson documents his experience avoiding pot for 30 days and then consuming massive amounts of the drug for 30 days. More than just an amusing story of one man's quest to get superhigh, this documentary also examines the hotly contested debate over medical marijuana use.",0.400831,/3Fq6cKVN4NKjIQNb3ChzzySMa3j.jpg,2007,0,89,Super High Me
20,0,Michael Bafaro,"[{u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",14143,,"While traveling from California to Bangor through a lonely road, Carrie Mitchel is advised by the gas station attendant Jimmy to rest in a hotel; however, she decides to continue driving through the night and almost hits a wounded teenage girl with blood on her face. She gives a lift to the girl and listens to the tale of her passenger and her friends.",0.007301,/uUt3o2pk2UIheEEr6aBioHPnqvW.jpg,2008,0,89,The Devil's Ground
22,0,Brett Gaylor,"[{u'id': 99, u'name': u'Documentary'}]",23996,"['music', 'copyright', 'mash up', 'acronym in title']","RiP!: A Remix Manifesto is a 2008 open source documentary film about the ""the changing concept of copyright"" directed by Brett Gaylor.",0.005109,/9sRu3TL4v9OfftkoEdIFhDTcGcw.jpg,2009,0,86,RiP!: A Remix Manifesto
23,0,Jesper Møller,"[{u'id': 16, u'name': u'Animation'}]",29561,,"The unsuccessful actor and vagabond Johnny Mauser needs a change from all the trouble that he has experienced while living in the city. The perfect place to take a little break seems to be in Mullewapp, a little village with a cosy little farm. Soon he becomes friends with Franz von Hahn and Waldemar. And when the sheep Cloud suddenly disappears, the three new friends have to manage their first adventure.",0.334592,/nbRgtaal7fI0prar0jHsCVUH30L.jpg,2009,0,77,Friends Forever
24,0,John Sturges,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 18, u'name': u'Drama'}]",11331,"['sea', 'cuba', 'mockery', 'human being vs nature', 'fisherman']","Based on one of Hemingway's most famous works, it centers upon Santiago, an aging, down on his luck Cuban fisherman. After catching nothing for nearly 3 months, he hooks a huge Marlin and struggles to land it far out in the Gulf Stream.",0.378677,/cZw8zKKwEOUrSNo14Nk91kz82gm.jpg,1958,0,86,The Old Man and the Sea
25,0,Mario Barth,"[{u'id': 35, u'name': u'Comedy'}]",16272,['men'],No overview found.,0.04867,/rUALxlyc20htRO4j112W8IZy6J0.jpg,2009,0,90,Männersache
26,0,Thomas Villum Jensen,"[{u'id': 35, u'name': u'Comedy'}]",25071,,"Med sin drengede charme og utrolige energi – berømt for altid at være hurtig på aftrækkeren og knivskarp i replikken, og han er ikke bange for at berøre emner, der går lige på grænsen til det forbudte. Du kan se frem til et show i højeste gear, når Uffe denne gang går i kødet på emner som forskellen mellem mænd og kvinder, sexplastre, service i Danmark, mænds måde at danse på og selskabslege!",0.004647,/xDjAXmhE6U6k5oxFC2rk8DHTMfZ.jpg,2005,0,81,The Uffe Holm Show 2
27,0,Feng Xiaogang,"[{u'id': 14, u'name': u'Fantasy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 28, u'name': u'Action'}, {u'id': 36, u'name': u'History'}]",14449,,"907 AD, the Tang Dynasty in China. The movie is set in an empire in chaos. The Emperor, the Empress, the Crown Prince, the Minister and the General all have their own enemies.",0.502152,/k1FsCB03z4LYtugcetwKCr427oZ.jpg,2006,0,131,The Banquet
28,0,Yôji Yamada,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",22557,['independent film'],"The story starts with Kinya, who has recently upgraded his car. He’s a young adult and he’s single so naturally he uses his ride to ahem, look for companions. He offers a ride to a shy girl by the name of Akemi and she reluctantly accepts. From the get go, sexual tension is apparent, but things get a bit easier as the two become acquainted. They pick up Yusaku, a 30-something coal miner with a reserved personality. The story slowly begins to shift from the comedic hijinks of Kinya and Akemi to Yusaku’s mental drama. He’s hiding something about his past, which he either wants to forget or is trying to remember.",0.010997,/stV0AxRP8kZhqdUWGv0Csdd0i6r.jpg,1977,0,109,The Yellow Handkerchief
29,0,Aleksi Mäkelä,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 35, u'name': u'Comedy'}]",20164,"['lottery', 'crime', 'bad father', 'brothers']","The story bases on four Finnish brothers, nicknamed 'the Eura Daltons' who received nation-wide notoriety for tearing gas pumps apart when they needed cash. The cast is an impressive one: the brothers are portrayed by Peter Franzen, Lauri Nurkse, Niko Saarela and Jasper Pääkkönen while their really evil father is played by Vesa-Matti Loiri, one of the grand old men of Finnish cinema.",0.101899,/45wrWu5cydr43Zf5iqKCNsIUax8.jpg,2003,0,120,Bad Boys
30,20000,Stephen Reynolds,"[{u'id': 28, u'name': u'Action'}, {u'id': 14, u'name': u'Fantasy'}]",18911,"['based on video game', 'fan film']","West Midlands based filmmaker Stephen Reynolds’ latest 60 minute feature, Tomb Raider Ascension. Shot in 7 days with a budget of £10,000, Stephen directs Anna Tyrie in his own spin on the Tomb Raider franchise, taking the story back to the beginning of Lara Croft’s journey and showing her rise to become ‘Tomb Raider’",0.150242,/vQ8MWxp81xcmaVsk76mwEVTzVt2.jpg,2008,0,60,Tomb Raider: Ascension
31,0,John Whitesell,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}]",13411,"['street gang', 'los angeles']","Bill Gluckman, a wealthy white Jewish senator is running for the office of Governor. His son ""B-Rad"" dresses, speaks, and acts as if he were a gangster from the inner city. The campaign team members hire two actors, who don't know any more about inner-city life than B-Rad, to act as gang members, kidnap him, and take him to South Central Los Angeles where they hope Brad will be ""scared white"".",0.728906,/bOSyafBygMTNtOjI6tgBFxtdHrm.jpg,2003,0,86,Malibu's Most Wanted
32,0,Katsuyuki Motohiro,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",15284,,"Kosuke is 31, and tired of his hometown where nothing happens. On a whim, he departs for New York with dreams of making it big. 6 months later, he straggles home... defeated, and saddled with debt. Awaiting him are his old friends, a caring sister, a disgruntled father ...and a bowl of noodles. Namely, ""udon"" noodles. The town is built around udon, sustained by udon, nationally famous for udon.",0.00665,/mlTi3FecNOMrgzzE9JwFaH1uWHP.jpg,2006,0,134,UDON
33,15000000,Simon West,"[{u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",10053,"['babysitter', 'death of a friend', 'killer', 'strange person', 'call']","Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",0.837417,/pYxd8DM4qBV24rJ9Jf84SYtIao1.jpg,2006,66966987,87,When a Stranger Calls
34,0,Jerry Jameson,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 10770, u'name': u'TV Movie'}]",15494,"['airplane accident', 'space shuttle']","This is the story of Starflight One, the world's first ""hypersonic plane,"" which flies faster and higher than any other commercial jet. On the night of its maiden flight from Los Angeles to Sydney, a freak accident incolving an unauthorized rocket launch sends Starflight One out of the atmosphere and into a decaying orbit around the Earth. With no heat shielding and limited oxygen, it is up to the bravery of the crew and the ingenuity of NASA and the plane's designers to save the passengers trapped on board.",0.76181,/c8KYmlPVLBLNBsLbiOSWhoXFuka.jpg,1983,0,105,Starflight: The Plane That Couldn't Land
35,0,Tim Hunter,"[{u'id': 18, u'name': u'Drama'}]",27332,"['sex', 'based on novel', 'oklahoma', 'shooting', 'coming of age']","Coming-of-age adventure about two teenage brothers and their struggles to grow up, on their own, after their mother dies and their father leaves them.",0.088597,/7GE4x0U5ye1RQy3HJxNafKc1LoG.jpg,1982,0,103,Tex
36,0,John Polson,"[{u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",22398,,"Russell Crowe stars as Detective Cristofuoro, a semi-retired police officer who is trying to unravel the past to discover whether a violent teenager, Eric Poole (Jon Foster), was responsible for the murder of his family. Sophie Traub co-stars as Lori, the teenage runaway who falls under Eric's spell. Based on the novel by Robert Cormier.",0.155687,/2CRxBOBI5hgI2pRUlnc3zY4tNgN.jpg,2009,0,101,Tenderness
37,0,Lawrence Kasdan,"[{u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}, {u'id': 10749, u'name': u'Romance'}]",14412,"['prison', 'smoking', 'infidelity', 'femme fatale', 'no air conditioning', 'neo-noir']","In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.",0.522116,/zjKyX72bNa6aSXZUvQpB223zDBe.jpg,1981,0,113,Body Heat
38,0,Colette Burson,"[{u'id': 10749, u'name': u'Romance'}, {u'id': 35, u'name': u'Comedy'}]",25896,"['orgasm', 'wealth', 'manhattan, new york city', 'woman director', 'tights']","The trials and tribulations of wealthy young Manhattanites and their sexual coming of age, a romantic comedy set at an Upper East Side prep school.",0.017973,/wvoJ11A8gLrVzzkXmmg8T9uymjE.jpg,1999,0,96,Coming Soon
39,0,Jugal Hansraj,"[{u'id': 18, u'name': u'Drama'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}, {u'id': 10769, u'name': u'Foreign'}]",29538,,"romantic comedy in which a geek and the most sought-after college beauty are paired together by a twist of fate. And under all odds, an impossible love story begins.",0.151619,/tZfSV1fTfiaiSkgaT2C7kU1VLzy.jpg,2010,0,140,Pyaar Impossible
40,8000000,Nicolas Vanier,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 18, u'name': u'Drama'}]",13678,"['harmony', 'trapper', 'survival', 'nature']","Starring Norman Winther as Himself,  The Last Trapper is a mix of fact &amp; fiction. Norman is not just an admirer of nature, he's a part of it. He survives the harshness of the climate and the wildlife by coexisting with it. With his wife Nebraska (played by May Loo), they live almost entirely off the land, making money by selling their furs.",0.429962,/8k60JLkV3zhDxqvQI0GEeZFH5Ma.jpg,2004,0,94,the last trapper
41,0,Chao-Bin Su,"[{u'id': 18, u'name': u'Drama'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 9648, u'name': u'Mystery'}]",25875,,"A scientist uses his invention - the ""Menger Sponge"" - to capture the energy of a dead child's spirit in an old building. In trying to determine why the energy of the ghost does not dissipate, the team discovers the identity and the dramatic story of the boy.",0.094558,/d1NAyVQZzkQV8xypPI8MacnV0ge.jpg,2006,0,108,Silk
42,0,Pradeep Sarkar,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}, {u'id': 10769, u'name': u'Foreign'}]",25638,,"Badki and Chutki live a fun-filled life in Banaras, playing pranks, sneaking off to see a forbidden mujra, and soaking up all the excitement that goes on the ghats of the Ganga. Badki is aware that the family is in dire straits, but she and her mother protect Chutki at all costs. When things get worse, Badki decides to go to Mumbai and seek a living for the family.",0.057609,/zTgaCkOglA8rDgX5P17uo2Hr4oc.jpg,2007,0,137,Laaga Chunari Mein Daag
43,0,Keith Truesdell,"[{u'id': 35, u'name': u'Comedy'}]",26019,['stand-up comedy'],"Kathy Griffin talks about Lindsay Lohan, Mary-Kate Olsen, lesbian cruises, her parents, the Emmys and Ann Coulter.",0.000979,/roQBk7fjfWEKUK3hZutA186DqEx.jpg,2007,0,0,Kathy Griffin: Everybody Can Suck It
44,0,Gary Hardwick,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}]",26454,['romantic comedy'],"Eva Dandridge is a very uptight young woman who constantly meddles in the affairs of her sisters and their husbands. Her in-laws, who are tired of Eva interfering in their lives, decide to set her up with someone so she can leave them alone. They end up paying Ray, the local ""playboy,"" $5,000 to date her. The plan goes by smoothly, but troubles comes when Ray actually falls in love with Eva.",0.169122,/tz9XMlgUuBHZ0Ygbh3uZ77So3eQ.jpg,2003,0,105,Deliver Us from Eva
45,35000000,John Landis,"[{u'id': 28, u'name': u'Action'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 10751, u'name': u'Family'}]",11890,"['honesty', 'business man']","Angelo ""Snaps"" Provolone made his dying father a promise on his deathbed: he would leave the world of crime and become an honest businessman. Despite having no experience in making money in a legal fashion, Snaps sets about to keep his promise.",0.511569,/yAHSrlNZeVN9kwk7eVTWPzbdYEF.jpg,1991,23562716,109,Oscar
46,15000,J.R. Bookwalter,"[{u'id': 878, u'name': u'Science Fiction'}, {u'id': 28, u'name': u'Action'}, {u'id': 27, u'name': u'Horror'}]",27649,"['ninja', 'robot']",A scientist helps a comic-book artist to become the superhero he has created in order to battle a vicious gang of rapists.,4.00E-05,/7KnmSfl5lbRGoa9t8iXClZFN8bm.jpg,1989,0,0,Robot Ninja
48,0,Alberto Negrin,"[{u'id': 18, u'name': u'Drama'}]",12443,"['holocaust', 'nazism']","It is the real story of Giorgio Perlasca (Luca Zingaretti). During the 1920s he was an Italian Fascist supporter, fighting in Africa an in the Spanish civil war where he deserved a safe conduct for Spanish embassies. After some years, disillusioned by fascism, he is a fresh supplier for the Italian army. In the war years he is in Budapest for his business. He lives an easy life there, well introduced into the Hungarian high society, without any problem coming from the war situation. When the Nazi occupied Hungary, in 1944, instead to leave (Italy had already surrendered to the Allies) he escaped to the Spanish embassy in Budapest using his old safe conduct and becoming a Spanish citizen, changing name into Jorge Perlasca. He starts working as a diplomat here. When Sanz Briz (Geza Tordy), the Spanish consul, is removed, Perlasca immediately substitutes him, like if he was officially appointed from Spanish authorities... Written by 1felco",0.018776,/c7bMRishUzglG944peZpLXJ44lg.jpg,2002,0,126,Perlasca: The Courage of a Just Man
49,0,Ken Loach,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",18898,"['ex-lover', 'independent film', 'social satire', 'soccer']",A man trying to put his life back on track gets some advice from an unexpected benefactor (the ex football player Eric Cantona) in this comedy-drama from acclaimed British director Ken Loach.,0.307238,/p65SWwkLygMNQJuoxEt1rVnpIqS.jpg,2009,0,119,Looking for Eric
50,0,Mark Wexler,"[{u'id': 99, u'name': u'Documentary'}]",26825,"['father son relationship', 'film making']",The son of acclaimed cinematographer Haskell Wexler confronts his complex father by turning the camera on him. What results is a portrait of a difficult genius and a son's path out of the shadow of a famous father.,0.000709,/vIAGPiBpkDjCMHYTM09UWC14glH.jpg,2004,0,95,Tell Them Who You Are
52,0,Gene Saks,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",28289,"['nurse', 'mine', 'lovelorn']","Distraught when her middle-aged lover breaks a date with her, 21-year-old Toni Simmons attempts suicide. Impressed by her action, her lover, dentist Julian Winston reconsiders marrying Toni, but he worries about her insistence on honesty. Having fabricated a wife and three children, Julian readily accepts when his devoted nurse, Stephanie, who has secretly loved Julian for years, offers to act as his wife and demand a divorce.",0.719921,/x6eBO7vzxosACt6zxj5Eq9lRaQl.jpg,1969,0,103,Cactus Flower
53,750000,Byron Werner,"[{u'id': 18, u'name': u'Drama'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",20669,"['gore', 'blood', 'zombie']","When a group of college kids stumble upon a small abandoned town of Sunset Valley, they must fight a band of Zombies led by a Confederate soldier seeking retribution for his grisly execution.",0.002819,/gNrIfn14yBMBVAOffMz9ScNr5Gb.jpg,2004,0,82,Death Valley: The Revenge of Bloody Bill
54,0,Robert Collector,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10751, u'name': u'Family'}]",18123,"['sport', 'high school basketball']","In a conservative small town, a young man's wish to coach high school basketball are tweaked by a school board decision that makes him the new coach of the girls' team.",0.022314,/w6LnlNLZCOD70al8B2Ue8jWYDnO.jpg,2006,0,131,Believe in me
55,0,Milan Luthria,"[{u'id': 18, u'name': u'Drama'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}, {u'id': 10769, u'name': u'Foreign'}]",25020,,"'Chori Chori' is a romantic film telling the story of Ranbir (Ajay Devgan) and Khushi (Rani Mukherjee) who are as different as chalk and cheese. They bump into each other on the streets of Delhi. It certainly isn't love at first sight for them. In fact there is nothing but war of words and arguments. Circumstances keep Ranbir and Khushi together, much to their discomfort. Till they realize that th",0.010928,/icpX75IQ2mslX0kwAvFSnhuxsDg.jpg,2003,0,135,Chori Chori
56,0,Michael Curtiz,"[{u'id': 18, u'name': u'Drama'}, {u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}]",25563,['court case'],"Set in the underworld of Manhattan, Marked Woman tells the story of a woman who dares to stand up to one of the city's most powerful gangsters. The women of the story are ""hostesses"". What is implied, but not stated clearly is that they are prostitutes, who work in a gambling den in the city.",0.09713,/6l3WaCxqvB9K7hGFXkzczjWYL13.jpg,1937,0,96,Marked Woman
57,0,Steve Miner,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10752, u'name': u'War'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 18, u'name': u'Drama'}]",15616,,"When fluffy, bubble gum movie star Megan Valentine suddenly finds herself broke and humiliated in the public eye, she wanders from the wreckage of a car accident and witlessly enlists in the U.S. Army hoping in vain that it will change her life.",0.304176,/qCnqfBjfQMt7oO6WIQ6nX4RnB9g.jpg,2008,0,98,Private Valentine: Blonde & Dangerous
58,0,Pierre Chevalier,"[{u'id': 27, u'name': u'Horror'}]",27700,,"An evil scientist creates a murderous, invisible ape-man.",0.090698,/tIAygLPaoQFh0b3C4SUIXE9uxtu.jpg,1970,0,91,Dr. Orloff's Invisible Monster
