Genres (group),Id,Poster Path,Genres,
Comedy,10312,/2T0Mj8gkTXgciedz8W5nsnjCHig.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10314,/2kWpjQ3O6DZywdIoPlvXCk3T91P.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10322,/bgTFBMBuh4jA45l0DYyHC2GTq8X.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10358,/zxwEJBhSSu5AuKTTd4ugWaCqmg.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10374,/e3H1hqSXE5sXXsYJhtpZj6TifvE.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10385,/lnnFFGhIXi6ZDU3r29eKHKTHdq0.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10414,/4qXfjDlDEGuN3xRNawh4WZo5o96.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",
Comedy,10421,/5biDW42ZeWr5iN14Bc5a6Jkojwe.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10422,/sBLxgfq3gyUJ4afyEUx6AnjgQSe.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10426,/pB49Sg3v247oHFPNvQLJDiX4OgA.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10433,/rPutQpIZoS0NKhxOX8F8DVbMXLH.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}, {u'id': 10749, u'name': u'Romance'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10439,/okCXNIX9QXNXbWM9NBnKlMpYVBd.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}, {u'id': 14, u'name': u'Fantasy'}]",
Comedy,10440,/6y04YdXDoSNxiJ5g0h92NBiatyv.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 9648, u'name': u'Mystery'}]",
Comedy,10442,/3dkBFXZKlpdVizQkaQzRQgsUlcL.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10462,/wZA38GVWpsKOBtemv234CipY6jO.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10467,/3i5zFVewQMGlcPhsHoHmf0VHV02.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10472,/qnT0Lf9ArebC4iGCAajVnWbbqKc.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10751, u'name': u'Family'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10475,/5Ek7cLvVK0TCHCNQa65YFIK4O2S.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10486,/k7swso7iAB1lNBLfapIo4m3hqf6.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10490,/lWCooTiA6sSLdCA4hzToHKKWBZb.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10520,/Jc17TXwEPflZocUeRwApwuN0hz.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10532,/v0VTH87qEexdULqlx6tjSo4LkcF.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10542,/iKSzI10RMWQ2JsuOctcIdzql64b.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10556,/i4O6KeIUDKyzkKUcRkLJy98huI3.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10573,/kwI5FYP7ms7MG0Zx13khy7o8zkp.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10769, u'name': u'Foreign'}]",
Comedy,10611,/7WB5ULvA6TLfypq8JlW1xUHCVgj.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10628,/a6kZTRfKtBWe7x4mCRvL4IOpEoZ.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 80, u'name': u'Crime'}]",
Comedy,10653,/tHMPj51fYBySZv0WiVol2iuKdYb.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10658,/f2pj3SSj1GdFSrS5bUojT56umL6.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 14, u'name': u'Fantasy'}, {u'id': 878, u'name': u'Science Fiction'}]",
Comedy,10661,/3n9FYKLJVqwrZ7Wf96eoF2cAowU.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 28, u'name': u'Action'}]",
Comedy,10689,/kxI5pBACdz2gnnEX3TEV5ZjDMYM.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10716,/w48g7BqC3bv6sIkGby1aiBZvRXT.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10729,/jvaXUsDiX3r2RgVrdNK5SstsEqT.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}]",
Comedy,10735,/ctYovWPdo7AYgYsLRR8WsNsRa2T.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10751, u'name': u'Family'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10739,/3AORDBPSmgP6I0HRInPsylO4KWc.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10748,/7WkJDzTqWaw2j57Yx1KvoIb5eWA.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}, {u'id': 878, u'name': u'Science Fiction'}]",
Comedy,10757,/fqEKDhN0JVyWKQpMUPZ7We6lCLq.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10760,/7gWssDrFkEekZidyu82u0OWaoyq.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10804,/em05LFDoNuE44aHYvJP0t3NDMeJ.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",
Comedy,10807,/oBdknwrK8ihsJHIYNXuF8dywCrL.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10830,/vddUwPL3L8MBH4FrEDCAZM9T6sj.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}, {u'id': 14, u'name': u'Fantasy'}]",
Comedy,10831,/tHSv9Zq0llNGTMMIlKeLp5sTBnF.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 9648, u'name': u'Mystery'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10843,/s5XkBqUMwE0wQv9NY0XERs64cgs.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,10845,/iaNyu2g37ZNGlFLSmAxZ9TzvTPd.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 27, u'name': u'Horror'}]",
Comedy,10872,/njp8Vyx77uCJsGIwnIfu4zfBwFR.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10899,/pJG74a3MmOptsb8RsvtOMAuck8G.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10915,/fuDNBXRO2PVXoVgYner6tD5r9Z7.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 37, u'name': u'Western'}]",
Comedy,10937,/wjRwVTQ9RdgXRl7Lg930Tb2hqRC.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,10977,/Ai1iojy0DpZN9GBVmz4bf6lm0I7.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,10985,/uqUVToyQmcqBqm7USWEQIYDNERd.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",
Comedy,11025,/2BW57DL4NRtLrtHbm8KX3NTK4yU.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11041,/idzXsphp93p4a2CurbjACcqTVMq.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11042,/fN6I9iaNXjNZiyyee20MRBGsnjI.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11068,/lnZ8W60Cjd3EWs7ty6rJk1K1Qiw.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10402, u'name': u'Music'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11070,/cd8l7v65j87OqGnssamYaPhljFD.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11072,/yccgwPNVaqtgS1d0U5jjM6Mnza8.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 37, u'name': u'Western'}]",
Comedy,11073,/sNgFKMgYk77eGmovAevL41CuFNe.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11103,/974wqQhLjWUNlaHKRXLXyKonMGV.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 53, u'name': u'Thriller'}]",
Comedy,11115,/kHaBqrrozaG7rj6GJg3sUCiM29B.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11153,/ySI88wO1IFyKGWpSKRTSPilE3t2.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11172,/jhv9qSAuwGkzVj1pSnu3HQBb8Qe.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10402, u'name': u'Music'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11175,/qmUrVZ1jYv766AwqGVwGrqnna3O.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 37, u'name': u'Western'}]",
Comedy,11211,/25ZtVKcoEsPVmrwGuPJ1bdmHIHF.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11219,/csOauugbK0gNbBehPhq2QIYcSEe.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 9648, u'name': u'Mystery'}, {u'id': 53, u'name': u'Thriller'}]",
Comedy,11247,/lzIjehNqNCFOuCRT9xJ2FYf1WPS.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11293,/xq7F3iUFJY1L4UFIHoO2Y3fmnE6.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11297,/yUK7ooayL58J6Y6j5Ir3prz6i7k.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}]",
Comedy,11302,/8iZSARCskFPc3u5CDgE81wDmEj3.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11307,/8DOpSrWlO3DdfCpfbuptj0cipDF.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11308,/dK8gXXLdA0WP1YVqVwJQCqJuMoP.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11317,/atWjmIF3qNr6famVv9UOyXR2xDT.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10751, u'name': u'Family'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11337,/97Xg6j23ddpQVxlain2vTMmzDdK.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11338,/AnHge5BItsBa1fMPdTWJYTNuiKA.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",
Comedy,11346,/zoaskHB8UUGg9y4KsBARdzC5Cuh.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11353,/8dPucB4Dp7gdbozmuV2dxMOHy7i.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11369,/jeUV2BcgLfT7OGmO070hJpp8Ya7.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11374,/sF3YBtYn6yAHMPDbiC58WArIWMl.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11378,/vpQmIOyxAw3wbXt2FeEvnVCiI2C.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11379,/zaIvuZWPtmyQvsYMeLtox4vTlD2.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 878, u'name': u'Science Fiction'}]",
Comedy,11381,/lbsuDUaTH9POXWb4Inyck8gZFck.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11388,/ywkPkSSHZwbhiaQJsUVP1TKkvpl.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11394,/ekEZGIkVHPrAuU5S5ngeeMYws5T.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11397,/tBOG4R39TFJ2EPBfwlJFzrgcsix.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11402,/euOEY3tHlitcfHuEZrbpXk6mrOZ.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11405,/tEkJR6Ak0bw73jYy1xCKvFCjPFq.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11441,/keu4j4Y4xZTfXMfsZr8e45ZV9iZ.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11446,/jvxLLHwpK52ZJUusd2RJv8oLHUJ.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11452,/oYBUZdW55GPH8D3cPk1HjPQRoYP.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11455,/cBbgz13sfqRMgu2neJYKAJ0xmx5.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11466,/zK55cwwdS3THvfSgUaZMQsExtq7.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11485,/eMHb7KA1UXEpywnJbaAf8ZI6U46.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}]",
Comedy,11510,/xBqAXQVws3gvzjk2S6vD7i3Ok8f.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 27, u'name': u'Horror'}]",
Comedy,11520,/2Kr5u2cvt0lKcIk1NyUrUs8eeDN.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11522,/iSSExklJXBcevQuD8Rycq95fD2p.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11530,/5Q1p6j5m0PaBKFM7HZU3UhXkP9B.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11543,/l2LObt7s0hakFi9ga6tOKMqKkuo.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11551,/l5laJWvcxgkoqC3nRPs9N5u55jR.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 14, u'name': u'Fantasy'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 28, u'name': u'Action'}]",
Comedy,11558,/sFGTQkoUSytqsvZm7hUrxkmVhEy.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}, {u'id': 10749, u'name': u'Romance'}, {u'id': 53, u'name': u'Thriller'}]",
Comedy,11562,/8I7Dzaah4FD6PTUjwIFm4H6Md0U.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11566,/d8RP3iz7QVlkPAuEX4y6jMd2rC2.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11567,/3pXqRAxsV3klr4je8ooCawL8ACQ.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11573,/3VajbHc64y2364LbgtYdLFQRCoP.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}]",
Comedy,11578,/z3TsNMqSX21blBwRbZkSOreTGMY.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11584,/h9zEE5jP8ok6nSfwSNnVT58WmKQ.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11598,/mKsEoJf6Anet52lsWPfQEYcX5xr.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11621,/d8J98dLZkfTpJY64VvtCOH2UkXP.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 16, u'name': u'Animation'}, {u'id': 12, u'name': u'Adventure'}]",
Comedy,11622,/chljpiLSV7XAuKjYTQl3a7w39p8.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11630,/t5fPMmyOG5misI5IZe4Wn1YfxeH.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",
Comedy,11638,/edxlUrSaeVYkG1VfQlceXcWeRdR.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11642,/u8ZNBJyRxIH2qAHONHXlCcgHabP.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11664,/esd4juDeWC5Qh57oAyQb4co7FFI.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11682,/p1QM8Kltvu0Vgl5lWuIfe59tHBy.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11686,/qRNisGLmcHoEvMjzcvVlcdCnOhO.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 36, u'name': u'History'}]",
Comedy,11715,/nmFlNpxoEQrssTO2rmIsAxUTqQh.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11718,/eimYRIjRCIi7k7RR8D9RtVakPl8.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}, {u'id': 9648, u'name': u'Mystery'}]",
Comedy,11752,/gBA5CLSoXmizrhbtowf73FZTNJk.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11777,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11787,/1w1rphQjNFIkGw0mxsBxe2N924C.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11790,/rmtLaQCQihbKIsuriek8qbjWbSu.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11806,/rjmkdq77jvcJgXn0E88Fl2Qu7vI.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",
Comedy,11811,/2dsUS77eZIjWduahxqYtp3U0zS2.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",
Comedy,11829,/ddwtThqNDdAI7r56mncamY8kSZQ.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 37, u'name': u'Western'}]",
Comedy,11830,/83cU1xw5vpDOsmONzVU7nyLr2mI.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11844,/IjOTW1c3gN4QD0aYxHuhmBCqxj.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11852,/7VxJmoWobDdARhEkU8mIiZwWEj8.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 14, u'name': u'Fantasy'}]",
Comedy,11858,/uaiykEOEFs91WclowDhsVYNdGfX.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10752, u'name': u'War'}]",
Comedy,11869,/lu73JSUmZMa2Gu6Y2xNEOudnbR.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11870,/zpySeXpqmMXp9Fs6Znjkjs0Nzti.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",
Comedy,11887,/ewZpH2QIfPQ0VIn9lPf7MHbLbl4.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10751, u'name': u'Family'}, {u'id': 10402, u'name': u'Music'}, {u'id': 10749, u'name': u'Romance'}]",
Comedy,11895,/9mW8fM0PkXvSSmLODTb2OAYEQTY.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 80, u'name': u'Crime'}]",
Comedy,11912,/2N6xex04jntlKODLnMv2F9UOPMP.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11913,/gfB8ofak9YDzVwSam0bBECRNlUv.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11914,/umGuIbdQTCkDOeNrc2PyPYveaJe.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11919,/safkQpF07Qv6pZc2s2SBJ3EfnHN.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 878, u'name': u'Science Fiction'}]",
Comedy,11925,/xltho4L5MXvhk0Imhk5QvsQjmdq.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11934,/olViHNQHPy18SOJvbAI1bXUjHXI.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11936,/iL5pVF5nY0ChlXhPrNUQJLMZW6N.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",
Comedy,11945,/9yU4jspWE9mfOzp2U5tejOKGzUF.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",
Comedy,11946,/29X7sXESONlVkAGo1wOHD8v1Dvi.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",
Comedy,11956,/qr4oDABJRkbEXIfriuvGATR6lmy.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11959,/2zFQ9aGCYCKqV7pYf50IuVsy1eV.jpg,"[{u'id': 35, u'name': u'Comedy'}]",
Comedy,11966,/18yjQQMK6mtB3L3os1kmT7MwXdf.jpg,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 18, u'name': u'Drama'}]",
