,budget,director,genres,id,keywords,overview,popularity,poster_path,releaseyear,revenue,runtime,title
10,0,Lina Romay,"[{u'id': 18, u'name': u'Drama'}]",29535,"['female nudity', 'lesbianism']","Emmanuelle is recently reunited with her husband, but at the next party, she gets drunk and strips nude for his friends. He returns to his lover. Later, a sober Emmanuelle tries to redeem herself, but her husband refuses to forgive. She travels to see him, gets raped on the way by two delinquents, and enters a life of vicious sex to forget him.",0.099656,/62nTHHsoDb5K29oyixv4Lv7Z2Te.jpg,1982,0,83,The Inconfessable Orgies of Emmanuelle
11,10000000,Jean van de Velde,"[{u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",17772,,"Eduard Zuiderwijk (Marco Borsato) runs a restaurant in Africa. When his wife (Ricky Koole) suddenly dies, he is left to take care of his son Thomas (Siebe Schoneveld) on his own. When his son's best friend Abu (Andrew Kintu) is abducted by a rebel leader to be trained as a child soldier, Eduard goes in pursuit to save the boy and regain his son's respect.",0.012515,/a8AMZANIqmGFOQBU6JjtOqZFJ6B.jpg,2008,0,115,The Silent Army
12,0,John Lechago,[],27675,,No overview found.,0.001371,/xAgtJyYmgupcodtu2eqBhQSTkOT.jpg,2004,0,87,Blood Gnome
13,0,Tony Mitchell,"[{u'id': 10402, u'name': u'Music'}, {u'id': 99, u'name': u'Documentary'}]",17674,,"Recorded live at the Cocoanut Grove in Los Angeles, Roy is joined by an eclectic ensemble of rock and roll superstars including Jackson Browne, Elvis Costello, T-Bone Burnett, J.D. Souther, Jennifer Warnes, k.d. lang, Bonnie Raitt, Bruce Springsteen and Tom Waits.",0.072339,/jYsWsXQcXhFdIQG8TkWQy826aLB.jpg,1988,0,64,Roy Orbison: Black & White Night
14,0,Roger Corman,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10769, u'name': u'Foreign'}, {u'id': 27, u'name': u'Horror'}]",29030,"['cat', 'edgar allan poe', 'black cat', 'tomb']",Story about a man haunted by the spirit of his dead wife and her effect on his second marriage.,0.305041,/suMbxZYEybVpxADCnLDcoTA3MrN.jpg,1964,0,81,The Tomb of Ligeia
15,100000000,Tony Scott,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 18, u'name': u'Drama'}, {u'id': 80, u'name': u'Crime'}]",18487,"['hostage', 'new york city', 'new york subway', 'subway train', 'stock market', 'motorcycle crash', 'subway tunnel', 'aftercreditsstinger']","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",1.764105,/rqbG1uRKSNDLnDx1Jl7LBc4AtSy.jpg,2009,150166126,106,The Taking of Pelham 1 2 3
16,0,W. Lee Wilder,"[{u'id': 878, u'name': u'Science Fiction'}]",23293,"['space invasion', 'ufo']","The story concerns the sighting of a UFO which appears to have crashed in the San Fernando Valley, after which massive interference with teleradio transmission brings FCC investigators into action. They, in turn, begin encountering reports from people of seeing what appears to be a man dressed in a bizarre outfit.",0.000222,/9gdgsVmvuQPh8atqvuuXvSEl0ee.jpg,1953,0,73,Phantom from Space
17,0,Chad Lowe,"[{u'id': 18, u'name': u'Drama'}]",18208,['independent film'],An entire family comes of age during the early 1970s.,0.028708,/mIOaRDL6uzlmTkLgPxT5JxbnlTN.jpg,2006,0,91,Beautiful Ohio
18,0,,"[{u'id': 18, u'name': u'Drama'}, {u'id': 35, u'name': u'Comedy'}]",24178,['mountain climbing'],No overview found.,0.000536,/h9aU2L6ePUxazUo1Wrirp7RW8xg.jpg,2005,0,106,Never Again as Before
19,1500000,Ram Gopal Varma,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10769, u'name': u'Foreign'}]",15761,['independent film'],"Mallik is a henchman of Aslam Bhai, a Mumbai underworld kingpin. He inducts local hothead Chandu into the gang, and the two of them soon form a formidable faction within the gang, eventually displacing Aslam. As the empire grows, however, the two of them start drifting apart.",0.003413,/w3GJujhMsPkv2KOC6w2zL9HFXb8.jpg,2002,6000000,156,Company
20,0,Alvin Ganzer,"[{u'id': 35, u'name': u'Comedy'}]",26359,,"A tour guide wins a large sum of money at a casino and a beautiful woman schemes at have it, but love complicates her plans.",0.000882,/oQGc8sayjYFMxLRDriNG6aCntGH.jpg,1967,0,105,Three Bites of the Apple
21,0,,"[{u'id': 16, u'name': u'Animation'}, {u'id': 10751, u'name': u'Family'}]",22548,,"Mamma Moo is a typical cow, besides that she wants to do so many uncowly things. Her idea of fun is biking and dancing, and when she meets Crow her happiness is complete - the fun is so much bigger when you have a friend. There's a catch; Crow does not want to be friends with a cow, especially not such a peculiar one.",0.130575,/1i0X3bctuIXC6xh8j6HT9OCqZJ4.jpg,2008,0,77,Mamma Mu och Kråkan
22,1500000,Aleksey Balabanov,"[{u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",20993,,"Arriving in Moscow, Chechen veteran Danila (Sergei Bodrov Jr) meets Konstantin, an old friend who tells him that his twin brother has been forced into signing a crooked contract with a US ice hockey team. Soon after this meeting, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience.",0.329624,/4dMvp09WzDe91MVYTNp2HNgbEUh.jpg,2000,0,122,Brother 2
23,0,Nuri Bilge Ceylan,"[{u'id': 18, u'name': u'Drama'}]",18421,,Man was made to be happy for simple reasons and unhappy for even simpler ones – just as he is born for simple reasons and dies for even simpler ones... Isa and Bahar are two lonely figures dragged through the ever-changing climate of their inner selves in pursuit of a happiness that no longer belongs to them.,0.171191,/f4UaThN68UdAV2qdduibetuKUhB.jpg,2006,0,101,Climates
24,0,Neill Fearnley,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",15492,,"When a woman learns that her father has passed away, she must confront the past (and the town) she left behind.",0.074633,/4TGGLEijqJesl92GrA3bVnRx8YL.jpg,2008,0,88,Daniels Daughter
25,45000000,Charles Herman-Wurmfeld,"[{u'id': 35, u'name': u'Comedy'}]",10327,"['washington d.c.', 'boston', 'chambers of a barrister', 'tierversuch', 'lawyer']","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",1.218291,/wECfNeNPTO5stVguJZ4lWYzd3J6.jpg,2003,124914842,95,"Legally Blonde 2: Red, White & Blonde"
26,0,Ron Silver,"[{u'id': 9648, u'name': u'Mystery'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}]",19553,,Lifepod cronicles the trip of eight passengers after the ship they were traveling on blew up on Christmas Eve. Immediately people start dying. The passengers begin to investigate why the ship blew up and how it relates to them,0.123705,/5UY9d5VyU6BCGlUqyKAlAbRs14G.jpg,1993,0,89,Lifepod
27,0,Claude-Michel Rome,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 18, u'name': u'Drama'}]",26559,,"A grizzled Parisian detective is sent to an outpost town in Southern France to dismantle a gang of killers which has freed a notorious criminal. The detective inherits a team of unmotivated and dishevelled detectives, and he makes connections nobody else ever saw because nobody else bothered to look. A mysterious, charismatic figure, he leads by example, and gradually his team begins to feel like cops again.",0.256874,/kPb8ANtEFSreg5lfs1Qk5yynEN4.jpg,2008,0,100,Crossfire
28,0,Jesús Franco,"[{u'id': 27, u'name': u'Horror'}]",28283,"['female nudity', 'monster', 'necklace', 'castle', 'mad scientist', 'singer', 'back from the dead', 'strangulation', 'gothic', 'scared to death']",A mad scientist creates a hideous monster to carry out his murderous plans.,0.097847,/65RsTorXhnDBp6a8t1qQX3HYanu.jpg,1964,0,99,The Secret of Dr. Orloff
29,0,Ralph E. Portillo,,24710,,,0,,,0,0,
30,0,Carl Reiner,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",25796,"['bride', 'wedding night', 'wedding', 'parents']",A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.,0.219401,/tKvnzlzNJK0f1abseNPupFF3s36.jpg,1997,0,105,That Old Feeling
31,0,Joe Camp,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 10751, u'name': u'Family'}, {u'id': 10749, u'name': u'Romance'}]",23069,"['hostage', 'affection', 'rescue', 'dog', 'animal actor', 'benji']",A stray dog saves two kidnapped children.,0.148159,/79yeY2waBOZW8K5N5aIVSw94lEJ.jpg,1974,0,86,Benji
32,0,Nick Willing,"[{u'id': 80, u'name': u'Crime'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 9648, u'name': u'Mystery'}]",20321,"['london england', 'psychology', 'mystery']","While treating a policewoman for smoking, hypnotherapist Michael Strother has a telepathic vision of a young girl floating beneath the surface of a stream. The escaped victim of a ritualistic serial killer, the girl has become mute, and Michael is called upon by Scotland Yard to unlock the secrets she holds in order to catch a man who believes he has discovered the key to immortality.",0.221114,/paaWecYcG65zH7HCPd9wXtMu51B.jpg,2002,0,108,Close Your Eyes
33,1000000,Efram Potelle,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",21413,"['fantasy', 'enemy', 'sister', 'high school', 'battlefield', 'bully', 'teenager', 'strategy', 'addict']","A quirky teen with a penchant for war reenactments, Kelly Ernswiler obsesses over military tactics with his buddy Bart. The school bully is one of Kelly's regular headaches, and he also has to deal with a frustrating situation at home, where his father is a recovering drug addict. Kelly's life gets even more complicated when he falls for Tabby, Bart's pretty and soon-to-be-wed older sister.",0.106652,/q9SNvRtmmJ19CsFCqQwZ9fBZNuN.jpg,2003,0,79,The Battle of Shaker Heights
34,0,,"[{u'id': 35, u'name': u'Comedy'}]",24394,,No overview found.,0.001334,/EbY4OS4jdlUXg09W0Nfx8UPvV1.jpg,2009,0,0,Carsten Bang: Bang! Jeg Er Død
35,0,Tyler Perry,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10402, u'name': u'Music'}]",28003,,"Madea is traveling to the Pandora Hotel, where her 50 year class reunion is to be held. Running afoul of the law, Madea nonetheless manages to teach valuable lessons amidst the comedy and chaos, addressing the importance of forgiveness and the value of friendship.With the help of Madea, and her colorful crazy neighbor and classmate, Mr. Brown, a married couple must come to terms with unfaithfulness; A woman hurt by years of torment must give up prostituting herself with her abusive baby's daddy, and reconcile with her tired elderly mother who was fired by the evil manager of the Pandora, who is having an affair with a man who is married to Madea's daughter, Cora's friend who is too reliant on her man.Through all of this craziness, the insane bellboy/bartender, ""Dr."" Willie Leroy Jones (new character played by Perry), is causing ruckus in the already rowdy hotel. Willie is suffering from Dissociative identity disorder (DID), claiming to have 27 people living in his head.",0.065246,/iSeJlIGh5ifDtWNQvpr5EXYSRYI.jpg,2003,0,0,Madea's Class Reunion
36,3000000,Matthew Bright,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",11229,"['prison', 'attempt to escape', 'step father', 'independent film', 'hitchhiker']","Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",1.914966,/hcqW33lk6a1KOd0xLJA5uvEg6jU.jpg,1996,0,110,Freeway
37,0,Shunji Iwai,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10769, u'name': u'Foreign'}, {u'id': 10749, u'name': u'Romance'}]",16664,"['music', 'high school', 'independent film']","All About Lily Chou-Chou follows two childhood friends, Shusuke Hoshino and Yuichi Hasumi, from the end of their junior high school run until the beginning of high school. The film has a discontinuous storyline, starting midway through the story, just after high school begins, then flashes back to junior high and summer vacation, and then skips back to the present.In junior high, Hoshino was the best student in school, but was picked on by his classmates. He was skilled at kendo, and had an attractive young mother. Yuichi, on the other hand, was a quieter boy who fell in love with the music of the odd musician Lily Chou-Chou. During a group trip to Okinawa, Hoshino had a traumatic near-death experience and his personality changed from good-natured to dangerous and manipulative. In high school, he takes his place as class bully and shows his newfound power by ruining the lives of his classmates.",0.253047,/5xTd0LmJMhlembruYRKuCaFaIZv.jpg,2001,0,146,All About Lily Chou-Chou
38,0,Peter Richardson,"[{u'id': 35, u'name': u'Comedy'}]",13590,"['bible', 'stand-up comedy', 'concert film', 'old testament', 'man in drag']","Eddie Izzard's routine has a loose trajectory from the beginning of the Old Testament and the creation of the world in seven days to Revelations. Along the way, we learn of the search for a career, bad giraffes, Prince Philip's gaffes, toilets in French campsites, the mysteries of hopscotch, becoming one's Dad and tranny bashing.",4.426061,/ub8d4LNtfwfibUclk89KDNQJx5k.jpg,1997,0,99,Eddie Izzard: Glorious
39,0,Dante Lam,"[{u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}]",17082,,"A police sniper teams up with a hot-headed rookie to take down his former friend and teammate, who is exacting revenge on the police force.",0.776998,/wzzaD9L3kCCJEN97z4T3qnl7xdm.jpg,2009,0,90,The Sniper
40,0,Max Bervy,"[{u'id': 99, u'name': u'Documentary'}]",20630,['sport'],"Warren Miller's 55th ski movie - 2004. Charmonix, France, Montana, Alaska, Steamboat Colorado.",0.000477,/ibtC7vopu2Xkt1cuOHQLvYrunBN.jpg,2005,0,98,Warren Miller's Impact
41,0,Kenneth Tsang,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 28, u'name': u'Action'}]",19274,"['martial arts', 'kung fu', 'school']","Jackie Chan is a youngster, living in a remote vllage with his grandfather who teaches him Kong-Fu (naturally). He keeps getting into fights, even though his grandfather warns him not to show their Kong-Fu to others. Jackie, though, is tempted by some thugs he beat up to act as the master of a Kong-Fu school. This school's name apparently spreads far, as an old enemy of Jackie's grandfather (who t",0.408933,/ic5iTcB0HOfNCjQRV10SJ5oA4El.jpg,1979,0,92,Fearless Hyena
42,0,Steve Nolan,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 878, u'name': u'Science Fiction'}]",16377,,"In 1978 Jeff Wayne composed and produced one of the most groundbreaking and best-selling musical works of all time. In 2006, after much anticipation, Jeff Wayne's Musical Version of The War of The Worlds was brought to the stage for the first time, playing to sold-out arenas.  This version filmed at Wembley Arena (UK) on 25th April 2006.",0.195736,/4xIq7oEmt5D3Ls1q0gBe6FXMqBr.jpg,2006,0,111,Jeff Wayne's Musical Version of 'The War of the Worlds'
43,812000,Samuel Armstrong,"[{u'id': 16, u'name': u'Animation'}, {u'id': 10751, u'name': u'Family'}]",11360,"['circus', 'mother', 'dream', 'mouse', 'elephant', 'nightmare', 'suffering', 'clown', 'ear', 'musical', 'crow', 'affection', 'storch', 'animation', 'big ears']",Dumbo is a baby elephant born with oversized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy -- Timothy the Mouse -- the pint-sized pachyderm learns to surmount all obstacles.,3.886299,/rI2OAxQnmKTv0o5L9Adrkydpxiz.jpg,1941,1600000,64,Dumbo
44,19000000,Steven Brill,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 53, u'name': u'Thriller'}]",10762,"['death of a friend', 'treasure hunt']","Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",1.044279,/oZDbFtTnTwW5GSfyaGFGaYxDBgD.jpg,2004,69631118,95,Without a Paddle
45,5000000,Lewis Teague,"[{u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",10489,"['cadillac', 'blood splatter', ""st. bernard's dog"", 'dam', 'cult favorite', 'shot to death', 'corpse', 'singing in a car', 'rabies', 'hand on crotch', 'rabid dog', 'rabbit hole', 'mad dog', 'ford pinto']","A friendly St. Bernard named ""Cujo"" contracts rabies and conducts a reign of terror on a small American town.",1.202187,/ufczAHvnoGIXJo7sDo0OZK4LcwZ.jpg,1983,0,91,Cujo
46,0,Michael Vejar,"[{u'id': 878, u'name': u'Science Fiction'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 28, u'name': u'Action'}]",16068,,"After being punished for retreat from combat, Ranger David Martel is given command of the Liandra, a haunted 20-year old Minbari fighting ship. He's escorting ambassadors to a secret archaeological site, the oldest city on record and a clue to a dangerous ancient race.",0.254324,/dPKQk8cvj6twivkvz0mQULNMLJI.jpg,2002,0,90,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight
47,0,Bob Talbot,"[{u'id': 99, u'name': u'Documentary'}]",21744,"['diving', 'ocean', 'imax', 'short']","For more than 10 years, world champion freedivers Pipin Ferreras and Umberto Pelizzari have been vying for world records. Their love of the sea without compromise is what unites these two rivals. However, it is their different personalities and opposing diving philosophies that separate them. Pipin is the ""No Limits"" man who wants to go deeper and deeper. Umberto, the purist, seeks harmony in the ocean's depth. Ocean Men takes you into the world of these two awe-inspiring freedivers through the use of breathtaking underwater photography, enchanting music, and insightful animation.",0.000599,/ugXdFKm7OoWLC4V2sUmcmbI9TvQ.jpg,2001,0,40,"IMAX - Ocean Men, Extreme Dive"
48,20000000,Michael Moore,"[{u'id': 99, u'name': u'Documentary'}]",22074,"['usa', 'capitalism', 'capitalist', 'wall street', 'criticism and blame', 'banking', 'money', 'economics', 'corporation']","Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",0.433293,/4do1m6EathXZAegiGlS9CfjXpWC.jpg,2009,17436509,120,Capitalism: A Love Story
49,0,,"[{u'id': 18, u'name': u'Drama'}]",18017,,"After committing a crime for which he is likely to be jailed, a Yolngu teenager convinces two of his childhood friends to join him on a journey from North East Arnhem Land to Darwin to seek help from a tribal leader.",0.000277,/cH1sIvgqmPpDXI37MItBbjew67b.jpg,2001,671,88,Yolngu Boy
50,0,Jeremy Podeswa,"[{u'id': 18, u'name': u'Drama'}]",18613,"['holocaust', 'world war ii', 'childhood trauma']",A child escapes from Poland during World War II and first heads to Greece before coming of age in Canada.,0.085043,/lglk6VfVHvqqXjwXgzyHoo5uSX2.jpg,2007,0,104,Fugitive Pieces
51,0,Stuart Gordon,"[{u'id': 14, u'name': u'Fantasy'}, {u'id': 27, u'name': u'Horror'}]",24341,"['toy', 'gore', 'storm', 'doll', 'toy maker']","A group of people stop by a mansion during a storm and discover two magical toy makers, and their haunted collection of dolls.",0.614646,/9ZwH9XvcgTIVsc0re5SJcKuP5CY.jpg,1987,0,77,Dolls
52,0,Werner Herzog,"[{u'id': 18, u'name': u'Drama'}]",10319,"['becoming an adult', 'child hero', 'childhood trauma', 'leipzig', 'murder', 'youth', 'child']","Franz Woyzeck (Kinski) is a hapless, hopeless soldier, alone and powerless in society, assaulted from all sides by forces he cannot control.",0.476978,/c8mPnfCaVX1gYKtsQnLA6W54vVN.jpg,1979,0,82,Woyzeck
53,0,Geoffrey de Valois,,29708,,,0,,,0,0,
54,0,Peter Tolan,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",13065,"['gambling', 'pimp', 'rehabilitation', 'uncle', 'independent film', 'television producer', 'prostitution', 'niece', 'las vegas', 'uncle niece relationship']",A television producer with a penchant for drinking and gambling is sent to Las Vegas to convince his troubled niece to enter rehab.,0.080298,/rJairMcK8J4WwBE9ZISy93GqEJh.jpg,2008,0,96,Finding Amanda
55,0,Knut Bohwim,[],24694,,"Snipp snapp snute - så var oljeeventyret ute. Ja, så forferdelig kunne det ha gått dersom ikke Olsenbanden hadde opptrådt på arenaen. En tidligere høyt betrodd medarbeider i Oljedirektoratet, nå finansmegler Brock-Larsen, er på jakt etter en mikrofilm inneholdende opplysninger om nye oljeforekomster i Nordsjøen. Disse vil han selge til et tysk storkonsern for 100 millioner D-mark. Egon kjenner til saken, og etter mange viderverdigheter kommer han i besittelse av filmen.",5.20E-05,/qQEgmvD6qtUBGAzJir5LCCzCyPV.jpg,1979,0,99,Olsenbanden og Dynamitt-Harry mot nye høyder
56,0,Cate Shortland,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",16605,"['independent film', 'teen', 'woman director', 'runaway teen']","Australian teenager Heidi is left with little choice but to leave home after she's caught red-handed with her mother's boyfriend. With few options, Heidi ends up in Jindabyne, a tourist community. Upon meeting Joe at a bar, she pursues a relationship with him and tries to find something resembling a normal home life. Heidi makes small strides by getting a job and finding a place to stay, but her relationship with Joe must overcome more than its share of hurdles.",0.428635,/mLeDzhCeMIEzA9NmoMEJXQsC9vZ.jpg,2004,0,105,Somersault
57,0,Jeffrey Blitz,"[{u'id': 99, u'name': u'Documentary'}]",16636,"['competition', 'washington d.c.', 'small town', 'immigrant', 'success', 'children', 'teacher', 'spelling', 'spelling bee', 'work ethic', 'kids']","This documentary follows 8 teens and pre-teens as they work their way toward the finals of the Scripps Howard national spelling bee championship in Washington D.C. All work quite hard and practice daily, first having to win their regional championship before they can move on. Interviews include the parents and teachers who are working with them. The competitors not only work hard to get to the finals but face tremendous pressure as the original group of over 250 competitors is whittled down and the words they must spell get ever more difficult.",0.182991,/97NRAk314jrcSuZOhnEmF90yD5X.jpg,2002,0,97,Spellbound
58,0,Katsuhiro Ōtomo,"[{u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 10769, u'name': u'Foreign'}]",21959,,"Mushi are beings in touch with the essence of life, far more basic and pure than normal living things. Most humans are incapable of perceiving Mushi and are oblivious to their existence, but there are a few who possess the ability to see and interact with Mushi. One such person is Ginko who travels from place to place to research Mushi and aid people suffering from problems caused by them.",0.050845,/a369OCdc43ifx2EqwSZmZzDVZQ3.jpg,2006,0,131,Mushi-Shi: The Movie
59,0,Chip Hale,"[{u'id': 18, u'name': u'Drama'}]",20033,"['coming out', 'father', 'family']","Like the American classic, The Graduate - secrecy, betrayal, and a painful coming of age face a family in Mulligans, by first time feature film director Chip Hale.",0.056799,/aY88ojVasr5mzeYCQ9RgkZk1qil.jpg,2008,0,92,Mulligans
